procedimento_id,clinica_id,tabela_id,tabela_codigo,tabela_nome,codigo,nome_atual,nome_origem,categoria,chave_origem,caracteres_suspeitos,motivo,diferente
40561,1,18,4,PARTICULAR,6040,Cirurgia para Cisto de Desenvolvimento,,E,4:6040,,sem correspondente unico na fonte,True
40562,1,18,4,PARTICULAR,6050,Cirurgia para Microstomia,,E,4:6050,,sem correspondente unico na fonte,True
40563,1,18,4,PARTICULAR,6060,Cirurgia para Osteoma e Odontoma,,E,4:6060,,sem correspondente unico na fonte,True
40564,1,18,4,PARTICULAR,6070,Cirurgia para torus palatino unilateral,,E,4:6070,,sem correspondente unico na fonte,True
40565,1,18,4,PARTICULAR,6080,Ciurgia para torus mandibular bilateral,,E,4:6080,,sem correspondente unico na fonte,True
40566,1,18,4,PARTICULAR,6090,Ciurgia para t¢rus mandibular unilateral,,E,4:6090,¢,sem correspondente unico na fonte,True
40567,1,18,4,PARTICULAR,6100,Cirurgia para torus palatino bilateral,,E,4:6100,,sem correspondente unico na fonte,True
40568,1,18,4,PARTICULAR,6110,CorreÆo de bridas musculares,,E,4:6110,Æ ,sem correspondente unico na fonte,True
40569,1,18,4,PARTICULAR,6120,Drenagem de abcesso por via intra ou extra-oral,,E,4:6120,,sem correspondente unico na fonte,True
40570,1,18,4,PARTICULAR,6130,Cirurgia explorat¢ria,,E,4:6130,¢,sem correspondente unico na fonte,True
40571,1,18,4,PARTICULAR,6140,ExcisÆo de glndula par¢tida,,E,4:6140,¢ Æ,sem correspondente unico na fonte,True
40572,1,18,4,PARTICULAR,6150,ExcisÆo de glndula sublingual,,E,4:6150,Æ,sem correspondente unico na fonte,True
40573,1,18,4,PARTICULAR,6160,ExcisÆo de glndula submandibular,,E,4:6160,Æ,sem correspondente unico na fonte,True
40574,1,18,4,PARTICULAR,6170,ExcisÆo de Mucocele,,E,4:6170,Æ,sem correspondente unico na fonte,True
40575,1,18,4,PARTICULAR,6180,ExcisÆo de rnula,,E,4:6180,Æ,sem correspondente unico na fonte,True
40576,1,18,4,PARTICULAR,6190,ExcisÆo de tumores odontognicos at 3 cm,,E,4:6190,Æ  ,sem correspondente unico na fonte,True
40577,1,18,4,PARTICULAR,6200,Exodontia de dec¡duos,,E,4:6200,¡,sem correspondente unico na fonte,True
40578,1,18,4,PARTICULAR,6210,Exodontia de incluso,,E,4:6210,,sem correspondente unico na fonte,True
40579,1,18,4,PARTICULAR,6220,Exodontia de incluso impactado,,E,4:6220,,sem correspondente unico na fonte,True
40580,1,18,4,PARTICULAR,6230,Exodontia de raiz residual,,E,4:6230,,sem correspondente unico na fonte,True
40581,1,18,4,PARTICULAR,6240,Exodontia de raiz residual com retalho,,E,4:6240,,sem correspondente unico na fonte,True
40582,1,18,4,PARTICULAR,6250,Exodontia de semi-incluso,,E,4:6250,,sem correspondente unico na fonte,True
40583,1,18,4,PARTICULAR,6260,Exodontia + Enxerto + membrana,,E,4:6260,,sem correspondente unico na fonte,True
40584,1,18,4,PARTICULAR,6270,Exodontia simples - (Anteriores),,E,4:6270,,sem correspondente unico na fonte,True
40585,1,18,4,PARTICULAR,6280,Exodontia simples - (Posteriores),,E,4:6280,,sem correspondente unico na fonte,True
40586,1,18,4,PARTICULAR,6290,Fraturas alvdio-dent rias - reduÆo cruenta,,E,4:6290,Æ  ,sem correspondente unico na fonte,True
40587,1,18,4,PARTICULAR,6300,MarzupializaÆo de cisto,,E,4:6300,Æ ,sem correspondente unico na fonte,True
40588,1,18,4,PARTICULAR,6310,ReconstruÆo parcial do l bio traumatizado,,E,4:6310,Æ ,sem correspondente unico na fonte,True
40589,1,18,4,PARTICULAR,6320,ReconstruÆo total do l bio traumatizado,,E,4:6320,Æ ,sem correspondente unico na fonte,True
40590,1,18,4,PARTICULAR,6330,Suturas m£ltiplas da face ou l bio,,E,4:6330,,sem correspondente unico na fonte,True
40591,1,18,4,PARTICULAR,6340,Suturas simples da face ou l bio,,E,4:6340,,sem correspondente unico na fonte,True
40592,1,18,4,PARTICULAR,6350,Tratamento de alveolite,,E,4:6350,,sem correspondente unico na fonte,True
40593,1,18,4,PARTICULAR,6360,Tratamento de hemorragia,,E,4:6360,,sem correspondente unico na fonte,True
40594,1,18,4,PARTICULAR,6370,Tratamento cir£rgico do l bio leporino,,E,4:6370,,sem correspondente unico na fonte,True
40668,1,18,4,PARTICULAR,7000,Implante - (tcnica de Sammers),,E,4:7000,,sem correspondente unico na fonte,True
40669,1,18,4,PARTICULAR,7010,Implante (RTG),,E,4:7010,,sem correspondente unico na fonte,True
40672,1,18,4,PARTICULAR,7020,Implante ¢sseo integr vel - Standard,,E,4:7020,¢,sem correspondente unico na fonte,True
40671,1,18,4,PARTICULAR,7021,Implante ¢sseo integr vel - H. Interno,,E,4:7021,¢,sem correspondente unico na fonte,True
40670,1,18,4,PARTICULAR,7022,Implante ¢sseo integr vel - Cone Morse,,E,4:7022,¢,sem correspondente unico na fonte,True
40887,1,18,4,PARTICULAR,7023,Implante Cone Morse + Enxerto,,E,4:7023,,sem correspondente unico na fonte,True
40673,1,18,4,PARTICULAR,7030,RemoÆo de implante,,E,4:7030,Æ ,sem correspondente unico na fonte,True
40667,1,18,4,PARTICULAR,7040,Enxerto Osseo Particulado + Membrana colageno.,,E,4:7040,,sem correspondente unico na fonte,True
40876,1,18,4,PARTICULAR,7050,Levanto de seio maxilar,,E,4:7050,,sem correspondente unico na fonte,True
40881,1,18,4,PARTICULAR,7060,Implante Zigom tico,,E,4:7060,,sem correspondente unico na fonte,True
40892,1,18,4,PARTICULAR,7070,RegeneraÆo ¢ssea guiada - ROG,,E,4:7070,¢ Æ ,sem correspondente unico na fonte,True
40722,1,18,4,PARTICULAR,8000,Attachment,,E,4:8000,,sem correspondente unico na fonte,True
40723,1,18,4,PARTICULAR,8010,Casquete de moldagem,,E,4:8010,,sem correspondente unico na fonte,True
40724,1,18,4,PARTICULAR,8020,Conserto de Pr¢tese Total e Parcial,,E,4:8020,¢,sem correspondente unico na fonte,True
40725,1,18,4,PARTICULAR,8030,Coroa em Resina Prensada,,E,4:8030,,sem correspondente unico na fonte,True
40726,1,18,4,PARTICULAR,8040,Coroa em Resina Sinfony,,E,4:8040,,sem correspondente unico na fonte,True
40727,1,18,4,PARTICULAR,8050,Coroa em Resina sob implante,,E,4:8050,,sem correspondente unico na fonte,True
40728,1,18,4,PARTICULAR,8060,Coroa Metal-free - (Cerampress),,E,4:8060,,sem correspondente unico na fonte,True
40729,1,18,4,PARTICULAR,8070,Coroa Metal-free - (Inceram),,E,4:8070,,sem correspondente unico na fonte,True
40730,1,18,4,PARTICULAR,8080,Coroa Metal-free - (Procera),,E,4:8080,,sem correspondente unico na fonte,True
40731,1,18,4,PARTICULAR,8090,Coroa Metal-free - (Zirconia; Sistema CAD/CAM),,E,4:8090,,sem correspondente unico na fonte,True
40732,1,18,4,PARTICULAR,8100,Coroa Metal-free sob implante - (Cerampress),,E,4:8100,,sem correspondente unico na fonte,True
40733,1,18,4,PARTICULAR,8110,Coroa Metal-free sob implante - (Inceram),,E,4:8110,,sem correspondente unico na fonte,True
40734,1,18,4,PARTICULAR,8120,Coroa Metal-free sob implante - (Procera),,E,4:8120,,sem correspondente unico na fonte,True
40735,1,18,4,PARTICULAR,8130,Coroa Metal-free sob implante - (Zirconia; Sistema CAD/CAM),,E,4:8130,,sem correspondente unico na fonte,True
40736,1,18,4,PARTICULAR,8140,Coroa metalo-cermica,,E,4:8140,,sem correspondente unico na fonte,True
40737,1,18,4,PARTICULAR,8150,Coroa Metalo-cermica sob implante,,E,4:8150,,sem correspondente unico na fonte,True
40751,1,18,4,PARTICULAR,8151,MunhÆo Universal - CM,,E,4:8151,Æ,sem correspondente unico na fonte,True
40738,1,18,4,PARTICULAR,8160,Coroa Provis¢ria Imediata,,E,4:8160,¢,sem correspondente unico na fonte,True
40739,1,18,4,PARTICULAR,8161,Coroa Provis¢ria de Onlay / Inlay,,E,4:8161,¢,sem correspondente unico na fonte,True
40740,1,18,4,PARTICULAR,8170,Coroa Provis¢ria de Laborat¢rio sob implante,,E,4:8170,¢,sem correspondente unico na fonte,True
40883,1,18,4,PARTICULAR,8171,Coroa Provis¢ria Imediata sob implante,,E,4:8171,¢,sem correspondente unico na fonte,True
40741,1,18,4,PARTICULAR,8180,Coroa met lica total,,E,4:8180,,sem correspondente unico na fonte,True
40742,1,18,4,PARTICULAR,8190,Coroa Provis¢ria de Laborat¢rio,,E,4:8190,¢,sem correspondente unico na fonte,True
40745,1,18,4,PARTICULAR,8200,Enceramento de diagn¢stico - (por elemento),,E,4:8200,¢,sem correspondente unico na fonte,True
40746,1,18,4,PARTICULAR,8210,Enceramento de diagn¢stico por elemento sob implante,,E,4:8210,¢,sem correspondente unico na fonte,True
40747,1,18,4,PARTICULAR,8220,Faceta em Porcelana,,E,4:8220,,sem correspondente unico na fonte,True
40748,1,18,4,PARTICULAR,8230,Faceta em Resina Acrilica,,E,4:8230,,sem correspondente unico na fonte,True
40749,1,18,4,PARTICULAR,8240,Guia Cirurgico,,E,4:8240,,sem correspondente unico na fonte,True
40750,1,18,4,PARTICULAR,8250,Jig ou Front-Plat,,E,4:8250,,sem correspondente unico na fonte,True
40753,1,18,4,PARTICULAR,8260,N£cleo Met lico-fundido,,E,4:8260,,sem correspondente unico na fonte,True
40890,1,18,4,PARTICULAR,8261,N£cleo Met lico fundido bi-partido,,E,4:8261,,sem correspondente unico na fonte,True
40752,1,18,4,PARTICULAR,8270,N£cleo Metal-free esttico,,E,4:8270,,sem correspondente unico na fonte,True
40754,1,18,4,PARTICULAR,8290,Placa de mordida miorrelaxante,,E,4:8290,,sem correspondente unico na fonte,True
40771,1,18,4,PARTICULAR,8291,Protetor bucal Playsafe,,E,4:8291,,sem correspondente unico na fonte,True
40875,1,18,4,PARTICULAR,8292,Protetor bucal Playsafe Personalizado,,E,4:8292,,sem correspondente unico na fonte,True
40755,1,18,4,PARTICULAR,8300,Placa para Bruxismo Acr¡lica,,E,4:8300,¡,sem correspondente unico na fonte,True
40756,1,18,4,PARTICULAR,8305,Placa para Bruxismo Mista - (Erkoflex),,E,4:8305,,sem correspondente unico na fonte,True
40757,1,18,4,PARTICULAR,8310,Placa para Clareamento,,E,4:8310,,sem correspondente unico na fonte,True
40873,1,18,4,PARTICULAR,8315,Placa para Ortose,,E,4:8315,,sem correspondente unico na fonte,True
40758,1,18,4,PARTICULAR,8320,Pr¢tese Parcial Fixa Adesiva Metal-free,,E,4:8320,¢,sem correspondente unico na fonte,True
40759,1,18,4,PARTICULAR,8330,Pr¢tese Parcial Fixa Acrilica sob Implante,,E,4:8330,¢,sem correspondente unico na fonte,True
40760,1,18,4,PARTICULAR,8340,Pr¢tese Parcial Fixa Metalo-cermica - (1 Pntico),,E,4:8340,¢ ,sem correspondente unico na fonte,True
40761,1,18,4,PARTICULAR,8350,Pr¢tese Parcial Fixa Metalo-cermica - (2 Pnticos),,E,4:8350,¢ ,sem correspondente unico na fonte,True
40762,1,18,4,PARTICULAR,8360,Pr¢tese Parcial Fixa Metalo-plastica - (1 Pntico),,E,4:8360,¢ ,sem correspondente unico na fonte,True
40763,1,18,4,PARTICULAR,8361,Pr¢tese Parcial Fixa Metalo-plastica - (2 Pnticos),,E,4:8361,¢ ,sem correspondente unico na fonte,True
40764,1,18,4,PARTICULAR,8370,Pr¢tese Parcial Fixa Provis¢ria - (1 Pntico),,E,4:8370,¢ ,sem correspondente unico na fonte,True
40765,1,18,4,PARTICULAR,8380,Pr¢tese Parcial Remov¡vel - (Importada) / (por arcada),,E,4:8380,¢ ¡,sem correspondente unico na fonte,True
40766,1,18,4,PARTICULAR,8390,Pr¢tese Parcial Remov¡vel - (por arcada),,E,4:8390,¢ ¡,sem correspondente unico na fonte,True
40767,1,18,4,PARTICULAR,8400,Pr¢tese Parcial Remov¡vel Provis¢ria - (por arcada),,E,4:8400,¢ ¡,sem correspondente unico na fonte,True
40768,1,18,4,PARTICULAR,8410,Pr¢tese Total - (Importada) / (por arcada),,E,4:8410,¢,sem correspondente unico na fonte,True
40769,1,18,4,PARTICULAR,8420,Pr¢tese Total - (por arcada),,E,4:8420,¢,sem correspondente unico na fonte,True
40770,1,18,4,PARTICULAR,8430,Pr¢tese Total Imediada - (por arcada),,E,4:8430,¢,sem correspondente unico na fonte,True
40772,1,18,4,PARTICULAR,8440,Pr¢tese Protocolo,,E,4:8440,¢,sem correspondente unico na fonte,True
40773,1,18,4,PARTICULAR,8450,Reembasamento de Coroa Provis¢ria,,E,4:8450,¢,sem correspondente unico na fonte,True
40774,1,18,4,PARTICULAR,8460,Reembasamento Pr¢tese Total ou Parcial,,E,4:8460,¢,sem correspondente unico na fonte,True
40775,1,18,4,PARTICULAR,8470,RestauraÆo Met lica Fundida - RMF,,E,4:8470,Æ ,sem correspondente unico na fonte,True
40776,1,18,4,PARTICULAR,8480,RestauraÆo Onlay / Inlay em Porcelana,,E,4:8480,Æ ,sem correspondente unico na fonte,True
40744,1,18,4,PARTICULAR,8481,E-MAX - RestauraÆo Onlay / Inlay em Dissilicato de l¡tio,,E,4:8481,Æ  ¡,sem correspondente unico na fonte,True
40888,1,18,4,PARTICULAR,8482,E-MAX - Jaqueta pura em dissilicato,,E,4:8482,,sem correspondente unico na fonte,True
40777,1,18,4,PARTICULAR,8490,RestauraÆo Onlay / Inlay em Ceromero,,E,4:8490,Æ ,sem correspondente unico na fonte,True
40743,1,18,4,PARTICULAR,8500,E-MAX - Lente de contato,,E,4:8500,,sem correspondente unico na fonte,True
40874,1,18,4,PARTICULAR,9000,Micro-agulhamento (Derma Roller),,E,4:9000,,sem correspondente unico na fonte,True
40877,1,18,4,PARTICULAR,9010,Botox,,E,4:9010,,sem correspondente unico na fonte,True
40879,1,18,4,PARTICULAR,9020,Preenchimento,,E,4:9020,,sem correspondente unico na fonte,True
40882,1,18,4,PARTICULAR,9030,Lipo de papada,,E,4:9030,,sem correspondente unico na fonte,True
40884,1,18,4,PARTICULAR,9040,Fios de sustentaÆo,,E,4:9040,Æ ,sem correspondente unico na fonte,True
40885,1,18,4,PARTICULAR,9050,Bichectomia,,E,4:9050,,sem correspondente unico na fonte,True
